OA11CD,WD11CD,WD11NM,WD11NMW,SMPOPIND,PERCENTAGE_BF,LAD11CD,LAD11NM,LAD11NMW,ObjectId
E00145857,E05006581,Didcot Park,,0,100,E07000179,South Oxfordshire,,138750
E00145858,E05006581,Didcot Park,,0,100,E07000179,South Oxfordshire,,138751
E00145859,E05006581,Didcot Park,,0,100,E07000179,South Oxfordshire,,138752
E00145860,E05006581,Didcot Park,,0,100,E07000179,South Oxfordshire,,138753
E00145861,E05006581,Didcot Park,,0,100,E07000179,South Oxfordshire,,138754
E00145862,E05006581,Didcot Park,,0,100,E07000179,South Oxfordshire,,138755
E00145863,E05006581,Didcot Park,,0,100,E07000179,South Oxfordshire,,138756
E00145864,E05006581,Didcot Park,,0,100,E07000179,South Oxfordshire,,138757
E00145865,E05006581,Didcot Park,,0,100,E07000179,South Oxfordshire,,138758
E00145866,E05006581,Didcot Park,,0,100,E07000179,South Oxfordshire,,138759
E00145867,E05006581,Didcot Park,,0,100,E07000179,South Oxfordshire,,138760
E00145868,E05006581,Didcot Park,,0,100,E07000179,South Oxfordshire,,138761
E00145869,E05006582,Forest Hill and Holton,,0,100,E07000179,South Oxfordshire,,138762
E00145870,E05006582,Forest Hill and Holton,,0,100,E07000179,South Oxfordshire,,138763
E00145871,E05006582,Forest Hill and Holton,,0,100,E07000179,South Oxfordshire,,138764
E00145872,E05006582,Forest Hill and Holton,,0,100,E07000179,South Oxfordshire,,138765
E00145873,E05006582,Forest Hill and Holton,,0,100,E07000179,South Oxfordshire,,138766
E00145991,E05006590,Shiplake,,0,100,E07000179,South Oxfordshire,,138767
E00145992,E05006590,Shiplake,,0,100,E07000179,South Oxfordshire,,138768
E00173180,E05006590,Shiplake,,0,100,E07000179,South Oxfordshire,,138769
E00173181,E05006590,Shiplake,,0,100,E07000179,South Oxfordshire,,138770
E00145993,E05006591,Sonning Common,,0,100,E07000179,South Oxfordshire,,138771
E00145994,E05006591,Sonning Common,,0,100,E07000179,South Oxfordshire,,138772
E00145995,E05006591,Sonning Common,,0,100,E07000179,South Oxfordshire,,138773
E00145996,E05006591,Sonning Common,,0,100,E07000179,South Oxfordshire,,138774
E00145997,E05006591,Sonning Common,,0,100,E07000179,South Oxfordshire,,138775
E00145998,E05006591,Sonning Common,,0,100,E07000179,South Oxfordshire,,138776
E00145999,E05006591,Sonning Common,,0,100,E07000179,South Oxfordshire,,138777
E00146000,E05006591,Sonning Common,,0,100,E07000179,South Oxfordshire,,138778
E00146001,E05006591,Sonning Common,,0,100,E07000179,South Oxfordshire,,138779
E00146002,E05006591,Sonning Common,,0,100,E07000179,South Oxfordshire,,138780
E00146003,E05006591,Sonning Common,,0,100,E07000179,South Oxfordshire,,138781
E00146004,E05006591,Sonning Common,,0,100,E07000179,South Oxfordshire,,138782
E00146005,E05006591,Sonning Common,,0,100,E07000179,South Oxfordshire,,138783
E00146006,E05006591,Sonning Common,,0,100,E07000179,South Oxfordshire,,138784
E00146007,E05006591,Sonning Common,,0,100,E07000179,South Oxfordshire,,138785
E00146008,E05006591,Sonning Common,,0,100,E07000179,South Oxfordshire,,138786
E00146009,E05006591,Sonning Common,,0,100,E07000179,South Oxfordshire,,138787
E00146010,E05006592,Thame North,,0,100,E07000179,South Oxfordshire,,138788
E00146011,E05006592,Thame North,,0,100,E07000179,South Oxfordshire,,138789
E00146012,E05006592,Thame North,,0,100,E07000179,South Oxfordshire,,138790
E00146013,E05006592,Thame North,,0,100,E07000179,South Oxfordshire,,138791
E00146014,E05006592,Thame North,,0,100,E07000179,South Oxfordshire,,138792
E00146015,E05006592,Thame North,,0,100,E07000179,South Oxfordshire,,138793
E00146016,E05006592,Thame North,,0,100,E07000179,South Oxfordshire,,138794
E00146017,E05006592,Thame North,,0,100,E07000179,South Oxfordshire,,138795
E00146018,E05006592,Thame North,,0,100,E07000179,South Oxfordshire,,138796
E00146019,E05006592,Thame North,,0,100,E07000179,South Oxfordshire,,138797
E00146020,E05006592,Thame North,,0,100,E07000179,South Oxfordshire,,138798
E00146021,E05006592,Thame North,,0,100,E07000179,South Oxfordshire,,138799
E00146022,E05006592,Thame North,,0,100,E07000179,South Oxfordshire,,138800
